strongs,translit,bucket,final_gloss,final_source,review_flag,definition_es,dominant_gloss_share,occurrences,pct_running_tokens,tbesh_gloss,proposed_gloss,proposed_source,held_reason,rvr1960_db_form
H6814,tso.an,proper-noun,Zoán,defEs-name,,"Zoán, un lugar en Egipto",1.000,7,0.0023,Zoan,Zoan,tbesh-en-placeholder,,Zoán
H6815,tsa.a.nan.nim,proper-noun,Zaananim / Zaanaim,defEs-name,,"Zaananim o Zaanaim, un lugar en Palestina",1.000,2,0.0007,Zaanannim,Zaanannim,tbesh-en-placeholder,,Zaanaim
H6816,tsa.tsu.a,mechanical,imagen,tbesh-map,,escultura,1.000,1,0.0003,image,imagen,tbesh-map,,
H6817,tsa.aq,judgment,chillar,definition_es-head,,chillar / clamar; (por implicación) convocar (una asamblea),0.455,55,0.0180,to cry,,,no dominant sense (top 0.45),
H6818,tsa.a.qah,judgment,"grito, clamor",definition_es-head,,"un grito, clamor, alarido",0.381,21,0.0069,cry,,,no dominant sense (top 0.38),
H6819,tsa.ar,judgment,ser pequeño,definition_es-head,,"ser pequeño, es decir (figurativamente) insignificante (menospreciado)",0.667,3,0.0010,be little,,,no dominant sense (top 0.67),
H6820,tso.ar,proper-noun,Zoar,defEs-name,,"Zoar, un lugar al este del Jordán",0.900,10,0.0033,Zoar,Zoar,tbesh-en-placeholder,,Zoar
H6821,tsa.phad,mechanical,adherirse,definition_es-head,,adherirse,1.000,1,0.0003,to shrivel,adherirse,definition_es-head,,
H6822,tsa.phah,judgment,vigilar / guardia,tbesh-head-es,,"raíz primitiva; propiamente, inclinarse hacia adelante, es decir, otear a la di…",0.429,35,0.0115,to watch,,,no dominant sense (top 0.43),
H6823,tsa.phah,judgment,recubrir con láminas,definition_es-head,,recubrir con láminas (especialmente de metal),0.723,47,0.0154,to overlay,,,no dominant sense (top 0.72),
H6824,tsa.phah,mechanical,inundación,definition_es-head,,una inundación (que cubre),1.000,1,0.0003,discharge,inundación,definition_es-head,,
H6825,tse.pho,proper-noun,Zefo / Zefi,defEs-name,,"Zefo o Zefi, un idumeo",0.667,3,0.0010,Zepho,Zepho,tbesh-en-placeholder,,Zefo
H6826,tsip.puy,judgment,revestimiento,definition_es-head,,"revestimiento (con metal), recubrimiento",0.800,5,0.0016,plating,,,no dominant sense (top 0.80),
H6827,tse.phon,proper-noun,Zefón,defEs-name,,"Zefón, un israelita",1.000,1,0.0003,Zephon,Zephon,tbesh-en-placeholder,,Zefón
H6828,tsa.phon,judgment,norte,hand-fix,,"o צָפֹן; de H6845 (צָפַן); propiamente, oculto, es decir, oscuro; usado solo de…",0.641,153,0.0502,north,,,no dominant sense (top 0.64),
H6829,tsa.phon,proper-noun,Zafón,defEs-name,,"Zafón, un lugar en Palestina",1.000,1,0.0003,Zaphon,Zaphon,tbesh-en-placeholder,,Zafón
H6830,tse.pho.ni,mechanical,septentrional,definition_es-head,,septentrional (del norte),1.000,1,0.0003,northern,septentrional,definition_es-head,,
H6831,tse.pho.ni,proper-noun,zefonita,defEs-gentilic,,"un zefonita, descendientes de Zefón",1.000,1,0.0003,Zephonite,Zephonite,tbesh-en-placeholder,,zefonitas
H6832,tse.phu.a,mechanical,excremento,definition_es-head,,excremento (expulsado),1.000,1,0.0003,dung,excremento,definition_es-head,,
H6833,tsip.por,mechanical,ave,tbesh-map,,un pajarillo (como que da saltitos),0.975,40,0.0131,bird,ave,tbesh-map,,
H6834,tsip.por,proper-noun,Zipor,defEs-name,,"Zipor, un moabita",1.000,7,0.0023,Zippor,Zippor,tbesh-en-placeholder,,Zipor
H6835,tsap.pa.chat,mechanical,"vasija plana, alcuza",definition_es-head,,"una vasija plana, alcuza, jarro (como plano)",1.000,7,0.0023,jar,"vasija plana, alcuza",definition_es-head,,
H6836,tse.phiy.yah,mechanical,vigilancia,definition_es-head,,vigilancia,1.000,1,0.0003,watch,vigilancia,definition_es-head,,
H6837,tsiph.yon,proper-noun,Zifión,defEs-name,,"Zifión, un israelita",1.000,1,0.0003,Ziphion,Ziphion,tbesh-en-placeholder,,Zifión
H6838,tsap.pi.chit,mechanical,torta plana y delgada,definition_es-head,,una torta plana y delgada,1.000,1,0.0003,flatbread,torta plana y delgada,definition_es-head,,
H6839,tso.phim,proper-noun,Zofim,defEs-name,,"Zofim, un lugar al este del Jordán",1.000,1,0.0003,Zophim,Zophim,tbesh-en-placeholder,,Zofim
H6841,tse.phir,mechanical,macho cabrío,definition_es-head,,(arameo) un macho cabrío,1.000,1,0.0003,male goat,macho cabrío,definition_es-head,,
H6842,tsa.phir,mechanical,macho cabrío,definition_es-head,,un macho cabrío (como brincando),1.000,6,0.0020,male goat,macho cabrío,definition_es-head,,
H6843,tse.phi.rah,judgment,corona,definition_es-head,,"una corona (como ciñendo la cabeza, diadema); también un giro de los acontecimi…",0.667,3,0.0010,diadem/doom,,,no dominant sense (top 0.67),
H6844,tsa.phit,mechanical,centinela,definition_es-head,,un centinela,1.000,1,0.0003,rug,centinela,definition_es-head,,
H6845,tsa.phan,judgment,esconder,definition_es-head,,"esconder (cubriendo); por implicación, atesorar o reservar; figurativamente neg…",0.281,32,0.0105,to treasure,,,no dominant sense (top 0.28),
H6846,tse.phan.yah,proper-noun,Sofonías,defEs-name,,"Sofonías, el nombre de cuatro israelitas",1.000,10,0.0033,Zephaniah,Zephaniah,tbesh-en-placeholder,,Sofonías
H6847,tsoph.nat pa.ne.ach,proper-noun,Zafnat-panea,defEs-name,,"Zafnat-panea, el nombre egipcio de José",0.500,2,0.0007,Zaphenath-paneah,Zaphenath-paneah,tbesh-en-placeholder,,Zafnat-panea
H6848,tse.pah,mechanical,serpiente,tbesh-map,,"una víbora (como sacando la lengua, es decir siseando)",1.000,5,0.0016,serpent,serpiente,tbesh-map,,
H6849,tse.phi.ah,mechanical,algo desechado,definition_es-head,,algo desechado,1.000,1,0.0003,offshoot,algo desechado,definition_es-head,,
H6850,tsa.phaph,judgment,arrullar o piar,definition_es-head,,arrullar o piar (como un ave),0.500,4,0.0013,to whisper,,,no dominant sense (top 0.50),
H6851,tsaph.tsa.phah,mechanical,sauce,definition_es-head,,un sauce (que crece en lugares inundados),1.000,1,0.0003,willow,sauce,definition_es-head,,
H6852,tsa.phar,mechanical,saltar,definition_es-head,,"saltar, es decir regresar",1.000,1,0.0003,to depart,saltar,definition_es-head,,
H6853,tse.phar,judgment,ave,tbesh-map,,,0.750,4,0.0013,bird,,,no dominant sense (top 0.75),
H6854,tse.phar.de.a,mechanical,saltador de pantano,definition_es-head,,"saltador de pantano, es decir rana",1.000,13,0.0043,frog,saltador de pantano,definition_es-head,,
H6855,tsip.po.rah,proper-noun,Séfora,defEs-name,,"Séfora, la esposa de Moisés",1.000,3,0.0010,Zipporah,Zipporah,tbesh-en-placeholder,,Séfora
H6856,tsip.po.ren,judgment,garra,definition_es-head,,"propiamente, una garra, es decir (humana) uña; también la punta de un punzón (o…",0.500,2,0.0007,fingernail,,,no dominant sense (top 0.50),
H6857,tse.phat,proper-noun,Zefat,defEs-name,,"Zefat, un lugar en Palestina",1.000,1,0.0003,Zephath,Zephath,tbesh-en-placeholder,,
H6858,tse.phet,mechanical,capitel de columna,definition_es-head,,un capitel de columna,1.000,1,0.0003,capital,capitel de columna,definition_es-head,,
H6859,tse.pha.tah,proper-noun,Sefata,hand-translit,proper-fallback,,1.000,1,0.0003,Zephathah,Zephathah,tbesh-en-placeholder,,Sefata
H6860,tsiq.lag,proper-noun,Siclag,defEs-name,,"Siclag, un lugar en Palestina",1.000,15,0.0049,Ziklag,Ziklag,tbesh-en-placeholder,,Siclag
H6861,tsiq.lon,mechanical,saco,definition_es-head,,un saco (atado en la boca),1.000,1,0.0003,sack,saco,definition_es-head,,
H6862,tsar,judgment,estrecho,definition_es-head,,"estrecho; (como sustantivo) un lugar apretado (usualmente figurativo, es decir,…",0.477,109,0.0357,narrow,,,no dominant sense (top 0.48),
H6863,tser,proper-noun,Zer,defEs-name,,"Zer, un lugar en Palestina",1.000,1,0.0003,Zer,Zer,tbesh-en-placeholder,,Zer
H6864,tsor,mechanical,pedernal,tbesh-map,,una piedra (como si se hubiera prensado hasta un punto); (por implicación de us…,1.000,2,0.0007,flint,pedernal,tbesh-map,,
H6865,tsor,proper-noun,Tiro,defEs-name,,"Tiro, un lugar en Palestina",1.000,42,0.0138,Tyre,Tyre,tbesh-en-placeholder,,Tiro
H6866,tsa.rav,mechanical,quemar,tbesh-map,,,1.000,1,0.0003,to burn,quemar,tbesh-map,,
H6867,tsa.re.vet,judgment,ardor,definition_es-head,,"ardor (de fuego o enfermedad), inflamación",0.667,3,0.0010,scar,,,no dominant sense (top 0.67),
H6868,tse.re.dah,proper-noun,Sereda,defEs-name,,"Sereda, un lugar en Palestina",1.000,2,0.0007,Zeredah,Zeredah,tbesh-en-placeholder,,Sereda
H6869,bats.tsa.rah,judgment,estrechez,definition_es-head,,"estrechez (es decir, figurativamente, angustia); transitivamente, una rival (mu…",0.616,73,0.0239,dearth,,,no dominant sense (top 0.62),
H6870,tse.ru.yah,proper-noun,Sarvia,defEs-name,,"Sarvia, una israelita",1.000,26,0.0085,Zeruiah,Zeruiah,tbesh-en-placeholder,,Sarvia
H6871,tse.ru.ah,proper-noun,Zerúa,defEs-name,,"Zerúa, una israelita",1.000,1,0.0003,Zeruah,Zeruah,tbesh-en-placeholder,,Zerúa
H6872,tse.ror,judgment,"atado, bulto",definition_es-head,,"un atado, bulto (como empaquetado); también un grano o partícula (como un paque…",0.600,10,0.0033,bundle,,,no dominant sense (top 0.60),
H6873,tsa.rach,judgment,ser claro,definition_es-head,,"ser claro (de tono, es decir agudo), es decir gritar",0.500,2,0.0007,to cry,,,no dominant sense (top 0.50),
H6874,tse.ri,proper-noun,Zeri,defEs-name,,"Zeri, un israelita",1.000,1,0.0003,Zeri,Zeri,tbesh-en-placeholder,,Zeri
H6875,tse.ri,mechanical,destilación,definition_es-head,,"destilación, es decir bálsamo",1.000,6,0.0020,balsam,destilación,definition_es-head,,
H6876,tso.ri,proper-noun,tirio,defEs-gentilic,,"un tirio o habitante de Tiro (es decir, sirio)",1.000,5,0.0016,Tyrian,Tyrian,tbesh-en-placeholder,,tirios
H6877,tse.ri.ach,mechanical,ciudadela,definition_es-head,,una ciudadela (torre fuerte),1.000,4,0.0013,stronghold,ciudadela,definition_es-head,,
H6878,tso.rekh,mechanical,necesidad,tbesh-head-es,,,1.000,1,0.0003,need,,tbesh-untranslated,,
H6879,tsa.ra,judgment,azotar,definition_es-head,,"azotar, es decir, (intransitivo y figurativo) ser herido de lepra",0.350,20,0.0066,be leprous,,,no dominant sense (top 0.35),
H6880,tsir.ah,mechanical,avispa,definition_es-head,,"una avispa (como que pica), avispón (tábano)",1.000,3,0.0010,hornet,avispa,definition_es-head,,
H6881,tsor.ah,proper-noun,Zora,defEs-name,,"Zora, un lugar en Palestina",1.000,10,0.0033,Zorah,Zorah,tbesh-en-placeholder,,Zora
H6882,tsor.i,proper-noun,zoratita,defEs-gentilic,,"un zoratita, es decir habitantes de Zora",0.667,3,0.0010,Zorathite,Zorathite,tbesh-en-placeholder,,zoratitas
H6883,tsa.ra.at,judgment,lepra,definition_es-head,,lepra,0.629,35,0.0115,leprosy,,,no dominant sense (top 0.63),
H6884,tsa.raph,judgment,fundir,definition_es-head,,"fundir (metal), es decir, refinar (literal o figurativamente)",0.485,33,0.0108,to refine,,,no dominant sense (top 0.48),
H6885,tso.re.phi,mechanical,"zorefi, un israelita",definition_es-head,,"Zorefi, un israelita",1.000,1,0.0003,goldsmith,"zorefi, un israelita",definition_es-head,,
H6886,tsa.re.phat,proper-noun,Sarepta,defEs-name,,"Sarepta, un lugar en Palestina",0.667,3,0.0010,Zarephath,Zarephath,tbesh-en-placeholder,,Sarepta
H6887,tsa.rar,judgment,estrechar,definition_es-head,,"estrechar, literal o figurativamente, transitiva o intransitivamente",0.352,54,0.0177,to confine,,,no dominant sense (top 0.35),
H6888,tse.re.rah,proper-noun,Sererá,defEs-name,,Sererá (variante de Sereda),1.000,1,0.0003,Zererah,Zererah,tbesh-en-placeholder,,
H6889,tse.ret,proper-noun,Seret,defEs-name,,"Seret, un israelita",1.000,1,0.0003,Zereth,Zereth,tbesh-en-placeholder,,
H6890,tse.ret hash.sha.char,proper-noun,Seret-hasahar,defEs-name,,"Seret-hasahar, un lugar en Palestina",0.500,2,0.0007,Zereth-shahar,Zereth-shahar,tbesh-en-placeholder,,
H6891,tsa.re.tan,proper-noun,Saretán,defEs-name,,"Saretán, un lugar en Palestina",1.000,3,0.0010,Zarethan,Zarethan,tbesh-en-placeholder,,Saretán
H6892,qe,judgment,vómito,definition_es-head,,vómito,0.500,4,0.0013,vomit,,,no dominant sense (top 0.50),
H6893,qa.at,mechanical,pelícano,definition_es-head,,probablemente el pelícano (por vomitar),1.000,5,0.0016,pelican,pelícano,definition_es-head,,
H6894,qav,mechanical,hueco,definition_es-head,,"un hueco, es decir vasija usada como medida (de áridos)",1.000,1,0.0003,kab,hueco,definition_es-head,,
H6895,qa.vav,mechanical,maldecir,tbesh-map,,"ahuecar, es decir, (figurativamente) maldecir o execrar (es decir, apuñalar con…",0.857,14,0.0046,to curse,maldecir,tbesh-map,,
H6896,qe.vah,mechanical,panza,definition_es-head,,"la panza (como cavidad), o primer estómago de los rumiantes",1.000,1,0.0003,stomach,panza,definition_es-head,,
H6897,qo.vah,mechanical,vientre,tbesh-map,,el abdomen (como cavidad),1.000,1,0.0003,belly,vientre,tbesh-map,,
H6898,qub.bah,mechanical,tienda,tbesh-map,,un pabellón (como cavidad abovedada),1.000,1,0.0003,tent,tienda,tbesh-map,,
H6899,qib.buts,mechanical,multitud,definition_es-head,,una multitud,1.000,1,0.0003,collection,multitud,definition_es-head,,
H6900,qe.vu.rah,judgment,sepultura,definition_es-head,,sepultura; (concretamente) un sepulcro,0.429,14,0.0046,tomb,,,no dominant sense (top 0.43),
H6901,qa.val,judgment,admitir,definition_es-head,,"admitir, es decir, tomar, recibir (literal o figurativamente)",0.462,13,0.0043,to receive,,,no dominant sense (top 0.46),
H6902,qe.val,mechanical,adquirir,definition_es-head,,(arameo) adquirir,1.000,3,0.0010,to receive,adquirir,definition_es-head,,
H6903,qe.vel,judgment,delante de,definition_es-head,,(arameo) (adverbialmente) delante de; usualmente (con otras partículas) a causa…,0.759,29,0.0095,before,,,no dominant sense (top 0.76),
H6904,qo.vel,mechanical,ariete,definition_es-head,,un ariete,1.000,1,0.0003,battering-ram,ariete,definition_es-head,,
H6905,qa.val,mechanical,presencia,definition_es-head,,"la presencia, es decir (adverbialmente) delante de",1.000,1,0.0003,before,presencia,definition_es-head,,
H6906,qa.va,judgment,cubrir,definition_es-head,,"cubrir, es decir (figurativamente) defraudar",0.500,6,0.0020,to rob,,,no dominant sense (top 0.50),
H6907,qub.ba.at,mechanical,copa,definition_es-head,,"una copa (profunda, como una cubierta)",1.000,2,0.0007,dreg,copa,definition_es-head,,
H6908,qa.vats,judgment,asir,definition_es-head,,"asir, es decir, recolectar / reunir",0.591,127,0.0416,to gather,,,no dominant sense (top 0.59),
H6909,qav.tse.el,proper-noun,Cabseel,defEs-name,,"Cabseel, un lugar en Palestina",1.000,3,0.0010,Kabzeel,Kabzeel,tbesh-en-placeholder,,Cabseel
H6910,qe.vu.tsah,mechanical,tesoro escondido,definition_es-head,,un tesoro escondido,1.000,1,0.0003,gathering,tesoro escondido,definition_es-head,,
H6911,qiv.tsa.yim,proper-noun,Kibsaim,defEs-name,,"Kibsaim, un lugar en Palestina",1.000,1,0.0003,Kibzaim,Kibzaim,tbesh-en-placeholder,,Kibsaim
H6912,qa.var,judgment,sepultar,definition_es-head,,sepultar,0.549,133,0.0436,to bury,,,no dominant sense (top 0.55),
H6913,qe.ver,judgment,sepulcro,definition_es-head,,un sepulcro,0.582,67,0.0220,grave,,,no dominant sense (top 0.58),
H6914,qiv.rot hat.ta.a.vah,proper-noun,Kibrot-hataava,defEs-name,,"Kibrot-hataava, un lugar en el desierto",0.500,10,0.0033,Kibroth-hattaavah,Kibroth-hattaavah,tbesh-en-placeholder,,Kibrot-hataava
H6915,qa.dad,mechanical,encogerse,definition_es-head,,"encogerse, es decir, contraer o inclinar el cuerpo (o el cuello) en reverencia",1.000,15,0.0049,to bow,encogerse,definition_es-head,,
H6916,qid.dah,mechanical,corteza de casia,definition_es-head,,corteza de casia (en rollos arrugados),1.000,2,0.0007,cassia,corteza de casia,definition_es-head,,
H6917,qa.dum,mechanical,héroe primigenio,definition_es-head,,un héroe primigenio,1.000,1,0.0003,ancient,héroe primigenio,definition_es-head,,
H6918,qa.dosh,mechanical,sagrado,definition_es-head,,"sagrado (ceremonial o moralmente); (como sustantivo) Dios (por excelencia), un…",0.983,116,0.0380,holy,sagrado,definition_es-head,,
H6919,qa.dach,mechanical,encender,tbesh-map,,encender (inflamar),1.000,5,0.0016,to kindle,encender,tbesh-map,,
H6920,qad.da.chat,mechanical,inflamación,definition_es-head,,"inflamación, es decir enfermedad febril",1.000,2,0.0007,fever,inflamación,definition_es-head,,
H6921,qa.dim,judgment,parte delantera o frontal,definition_es-head,,la parte delantera o frontal; de ahí (por orientación) el este (a menudo adverb…,0.522,69,0.0226,east,,,no dominant sense (top 0.52),
H6922,qad.dish,mechanical,santo,definition_es-head,,(arameo) santo (ceremonial o moralmente); (como sustantivo) Dios (por eminencia…,1.000,13,0.0043,holy,santo,definition_es-head,,
H6923,qa.dam,judgment,proyectarse,definition_es-head,,"proyectarse, es decir, preceder; de ahí, anticipar, apresurarse, salir al encue…",0.346,26,0.0085,to meet,,,no dominant sense (top 0.35),
H6924,qe.dem,judgment,oriente / antigüedad,hand-fix,,"el frente, de lugar (en absoluto, la parte delantera; relativamente, el este) o…",0.322,87,0.0285,east,,,no dominant sense (top 0.32),
H6925,qo.dam,mechanical,"delante de, ante",definition_es-head,,"(arameo) delante de, ante",1.000,42,0.0138,before,"delante de, ante",definition_es-head,,
H6926,qid.mah,mechanical,parte delantera,definition_es-head,,"la parte delantera (o relativamente) el Oriente (a menudo adverbialmente, al es…",1.000,4,0.0013,east,parte delantera,definition_es-head,,
H6927,qad.mah,judgment,prioridad,definition_es-head,,prioridad (en el tiempo); también usado adverbialmente (antes),0.667,6,0.0020,former,,,no dominant sense (top 0.67),
H6928,qad.mah,mechanical,tiempo anterior,definition_es-head,,(arameo) tiempo anterior,1.000,2,0.0007,previously,tiempo anterior,definition_es-head,,
H6929,qe.de.mah,proper-noun,Cedema,defEs-name,,"Cedema, un hijo de Ismael",1.000,2,0.0007,Kedemah,Kedemah,tbesh-en-placeholder,,Cedema
H6930,qad.mon,mechanical,oriental,definition_es-head,,oriental,1.000,1,0.0003,eastern,oriental,definition_es-head,,
H6931,qad.mo.ni,judgment,"anterior, antiguo o",definition_es-head,,"(de tiempo) anterior, antiguo o (de lugar) oriental",0.500,10,0.0033,eastern,,,no dominant sense (top 0.50),
H6932,qe.de.mot,proper-noun,Cademot,defEs-name,,"Cademot, un lugar en la Palestina oriental",1.000,4,0.0013,Kedemoth,Kedemoth,tbesh-en-placeholder,,Cademot
H6933,qad.may,judgment,primero,definition_es-head,,(arameo) primero,0.333,3,0.0010,first,,,no dominant sense (top 0.33),
H6934,qad.mi.el,proper-noun,Cadmiel,defEs-name,,"Cadmiel, el nombre de tres israelitas",1.000,8,0.0026,Kadmiel,Kadmiel,tbesh-en-placeholder,,Cadmiel
H6935,qad.mo.ni,proper-noun,cadmoneo,defEs-name,,"cadmoneo (colectivamente), nombre de una tribu en Palestina",1.000,1,0.0003,Kadmonite,Kadmonite,tbesh-en-placeholder,,cadmoneos
H6936,qod.qod,mechanical,corona,tbesh-map,,la coronilla de la cabeza (como la parte más inclinada),1.000,11,0.0036,crown,corona,tbesh-map,,
H6937,qa.dar,judgment,estar ceniciento,definition_es-head,,"estar ceniciento, es decir, de color oscuro; por implicación, hacer duelo (en c…",0.353,17,0.0056,be dark,,,no dominant sense (top 0.35),
H6938,qe.dar,proper-noun,Cedar,defEs-name,,"Cedar, un hijo de Ismael; también (colectivamente) los beduinos (como sus desce…",1.000,12,0.0039,Kedar,Kedar,tbesh-en-placeholder,,Cedar
H6939,qid.ron,proper-noun,Cedrón,defEs-name,,"Cedrón, un arroyo cerca de Jerusalén",1.000,11,0.0036,Kidron,Kidron,tbesh-en-placeholder,,Cedrón
H6940,qad.rut,mechanical,oscuridad,tbesh-map,,oscuridad (penumbra),1.000,1,0.0003,darkness,oscuridad,tbesh-map,,
H6941,qe.do.ran.nit,mechanical,ennegrecidos,definition_es-head,,"los ennegrecidos (es decir, vestidos de cilicio); usado adverbialmente, de luto",1.000,1,0.0003,mournfully,ennegrecidos,definition_es-head,,
H6942,qa.dash,judgment,santificar / consagrar,hand-weighted,weighted,"ser (causativamente, hacer, declarar u observar como) limpio/santo (ceremonial…",0.415,171,0.0561,to consecrate,,,no dominant sense (top 0.42),
H6943,qe.desh,proper-noun,Cedes,defEs-name,,"Cedes, el nombre de cuatro lugares en Palestina",0.833,12,0.0039,Kedesh,Kedesh,tbesh-en-placeholder,,Cedes
H6944,qo.desh,judgment,santidad / lo santo,hand-weighted,weighted,"un lugar o cosa sagrada; raramente en abstracto, santidad",0.422,469,0.1538,holiness,,,denylist,
H6945,qa.desh,judgment,persona,definition_es-head,,"una persona (cuasi) sagrada, es decir (técnicamente) un devoto (varón) (por pro…",0.500,6,0.0020,male cult prostitute,,,no dominant sense (top 0.50),
H6946,qa.desh,proper-noun,Cades,defEs-name,,"Cades, un lugar en el desierto",0.889,18,0.0059,Kadesh,Kadesh,tbesh-en-placeholder,,Cades
H6947,qa.desh bar.ne.a,proper-noun,Cades-barnea,defEs-name,,"Cades-barnea, un lugar en el desierto",0.500,20,0.0066,Kadesh-barnea,Kadesh-barnea,tbesh-en-placeholder,,Cades-barnea
H6948,qe.de.shah,judgment,devota,definition_es-head,,"una devota (es decir, prostituta de culto, ramera)",0.800,5,0.0016,cult prostitute,,,no dominant sense (top 0.80),
H6949,qa.hah,mechanical,embotarse,definition_es-head,,embotarse (tener dentera),1.000,4,0.0013,be blunt,embotarse,definition_es-head,,
H6950,qa.hal,judgment,convocar,definition_es-head,,convocar,0.718,39,0.0128,to gather,,,no dominant sense (top 0.72),
H6951,qa.hal,judgment,asamblea,definition_es-head,,asamblea (usualmente en concreto); congregación,0.813,123,0.0403,assembly,,,no dominant sense (top 0.81),
H6952,qe.hil.lah,mechanical,asamblea,definition_es-head,,una asamblea (reunión),1.000,2,0.0007,assembly,asamblea,definition_es-head,,
H6953,qo.he.let,judgment,predicador,tbesh-head-es,,"el que congrega (es decir, el predicador); abstractamente, la predicación (usad…",1.000,7,0.0023,preacher,,,definition_es not condensable to a terse gloss,
H6954,qe.he.la.tah,proper-noun,Cehelata,defEs-name,,"Cehelata, un lugar en el desierto",1.000,2,0.0007,Kehelathah,Kehelathah,tbesh-en-placeholder,,
H6955,qe.hat,proper-noun,Coat,defEs-name,,"Coat, un israelita",1.000,32,0.0105,Kohath,Kohath,tbesh-en-placeholder,,Coat
H6956,qo.ha.ti,proper-noun,coatita,defEs-gentilic,,un coatita (colectivamente) o descendientes de Coat,1.000,15,0.0049,Kohathite,Kohathite,tbesh-en-placeholder,,coatitas
H6957,qav,judgment,cordel,definition_es-head,,"un cordel (como que conecta), especialmente para medir; figurativamente, una re…",0.524,21,0.0069,cord,,,no dominant sense (top 0.52),
H6958,qo,mechanical,vomitar,definition_es-head,,vomitar,1.000,8,0.0026,to vomit,vomitar,definition_es-head,,
H6959,qo.va,mechanical,yelmo,definition_es-head,,un yelmo (casco),1.000,2,0.0007,helmet,yelmo,definition_es-head,,
H6960,qa.vah,judgment,atar juntos,definition_es-head,,"atar juntos (quizás torciendo), es decir, juntar; (figurativamente) esperar",0.388,49,0.0161,to await,,,no dominant sense (top 0.39),
H6962,qut,judgment,aborrecer / hastiarse,tbesh-head-es,,"raíz primitiva; propiamente, cortar, es decir (figurativamente) detestar",0.833,6,0.0020,to loath,,,no dominant sense (top 0.83),
H6963,qol,judgment,voz / sonido,hand-fix,,una voz o un sonido,0.555,506,0.1659,voice,,,no dominant sense (top 0.56),
H6964,qo.la.yah,proper-noun,Colaías,defEs-name,,"Colaías, nombre de dos israelitas",1.000,2,0.0007,Kolaiah,Kolaiah,tbesh-en-placeholder,,Colaías
H6965,qum,judgment,levantarse,definition_es-head,,"levantarse (en varias aplicaciones, literal, figurada, intensiva y causativa)",0.256,628,0.2059,to arise,,,no dominant sense (top 0.26),
H6966,qum,judgment,levantarse,definition_es-head,,"(arameo) levantarse (en varias aplicaciones, literal, figurativa, intensiva y c…",0.314,35,0.0115,to stand,,,no dominant sense (top 0.31),
H6967,qo.mah,judgment,altura,definition_es-head,,altura,0.444,45,0.0148,height,,,no dominant sense (top 0.44),
H6968,qo.me.miy.yut,mechanical,elevación,definition_es-head,,"elevación, es decir (adverbialmente) erguidamente (figuradamente)",1.000,1,0.0003,uprightness,elevación,definition_es-head,,
H6969,qun,judgment,entonar una nota musical,definition_es-head,,"entonar una nota musical, es decir, cantar o plañir (en un funeral), endechar,…",0.375,8,0.0026,to chant,,,no dominant sense (top 0.38),
H6970,qo.a,proper-noun,Coa,defEs-name,,"Coa, una región de Babilonia",1.000,1,0.0003,Koa,Koa,tbesh-en-placeholder,,Coa
H6971,qoph,mechanical,mono,definition_es-head,,un mono,1.000,2,0.0007,ape,mono,definition_es-head,,
H6972,quts,mechanical,pasar la temporada de cosecha,definition_es-head,,pasar la temporada de cosecha,1.000,1,0.0003,to summer,pasar la temporada de cosecha,definition_es-head,,
H6973,quts,judgment,estar hastiado o angustiado,definition_es-head,,"estar (causativamente, hacer) hastiado o angustiado, sentir aversión, tener fas…",0.556,9,0.0030,to loathe,,,no dominant sense (top 0.56),
H6974,quts,judgment,despertar,definition_es-head,,despertar (literal o figurativamente),0.682,22,0.0072,to awake,,,no dominant sense (top 0.68),
H6975,qots,judgment,"espino, abrojo",definition_es-head,,"un espino, abrojo, cardo",0.750,12,0.0039,thorn,,,no dominant sense (top 0.75),
H6976,qots,proper-noun,Cos,defEs-name,,"Cos, nombre de dos israelitas",0.833,6,0.0020,Koz,Koz,tbesh-en-placeholder,,Cos
H6977,qe.vuts.tsah,mechanical,mechón frontal,definition_es-head,,un mechón frontal (como cortado),1.000,2,0.0007,lock,mechón frontal,definition_es-head,,
H6978,qav-qav,mechanical,poderío,tbesh-map,,vigoroso (de gran fuerza),1.000,4,0.0013,might,poderío,tbesh-map,,
H6979,qur,judgment,cavar,definition_es-head,,"cavar (zanja); por implicación, arrojar; amurallar, ya sea literal (construir u…",0.333,6,0.0020,to dig,,,no dominant sense (top 0.33),
H6980,qur,mechanical,zanjas,definition_es-head,,"(solo plural) zanjas, es decir una tela (como si así se formara)",1.000,2,0.0007,web,zanjas,definition_es-head,,
H6981,qo.re,proper-noun,Coré,defEs-name,,"Coré, nombre de dos israelitas",1.000,3,0.0010,Kore,Kore,tbesh-en-placeholder,,Coré
H6982,qo.rah,judgment,viga,definition_es-head,,"una viga (formando como surcos); por implicación, un techo",0.800,5,0.0016,beam,,,no dominant sense (top 0.80),
H6983,qosh,mechanical,poner una trampa,definition_es-head,,poner una trampa,1.000,1,0.0003,to lure,poner una trampa,definition_es-head,,
H6984,qu.sha.ya.hu,proper-noun,Cusaía,defEs-name,,"Cusaía, un israelita",1.000,1,0.0003,Kushaiah,Kushaiah,tbesh-en-placeholder,,Cusaías
H6985,qat,mechanical,poco,definition_es-head,,"un poco, es decir (adverbialmente) meramente",1.000,1,0.0003,only,poco,definition_es-head,,
H6986,qe.tev,mechanical,ruina,definition_es-head,,"ruina (destrucción), peste",1.000,3,0.0010,destruction,ruina,definition_es-head,,
